hpirank,country,year,iso,yearcode,continent,populationthousands,lifeexpectancy,ladderwellbeing,ecofootprint,hpi,biocapacity,gdp
99,Lithuania,2016,LTU,2016LTU,7,2889.555,75.2,5.865552425,5.42216635,38.76692009,1.6,32027.80742
136,Luxembourg,2016,LUX,2016LUX,3,579.266,81.8,6.967340946,12.7564273,29.94113103,1.6,113396.7538
111,Latvia,2016,LVA,2016LVA,7,1974.265,74.9,5.940446377,6.220245929,36.49648773,1.6,27590.98338
14,Morocco,2016,MAR,2016MAR,4,35126.274,76,5.38630724,1.661657846,54.03605083,1.6,7109.242906
27,Moldova,2016,MDA,2016MDA,7,4066.013,71.6,5.577784061,1.704609444,51.55072489,1.6,10942.55087
103,Madagascar,2016,MDG,2016MDG,5,24894.37,65.9,3.663085938,0.92524314,38.44090988,1.6,1565.866924
5,Mexico,2016,MEX,2016MEX,1,123333.379,74.9,6.824172974,2.565252482,57.15920886,1.6,19603.30887
54,North Macedonia,2016,MKD,2016MKD,7,2080.746,75.5,5.34574604,2.896622876,46.2416857,1.6,15541.21281
130,Mali,2016,MLI,2016MLI,5,17965.448,58,4.016027927,1.467639292,32.65902655,1.6,2198.562706
56,Malta,2016,MLT,2016MLT,3,436.099,82.1,6.590842247,5.653807741,45.79585328,1.6,40476.6286
89,Myanmar,2016,MMR,2016MMR,8,53045.199,66.2,4.623119831,1.684802906,41.14836783,1.6,4482.924518
79,Montenegro,2016,MNE,2016MNE,7,627.271,76.6,5.304066181,3.707825723,42.98068696,1.6,18857.90297
139,Mongolia,2016,MNG,2016MNG,8,3056.358,69.3,5.056999683,7.621831436,26.68082725,1.6,10940.41507
102,Mozambique,2016,MOZ,2016MOZ,5,27829.93,58.3,4.414815426,0.771077498,38.59457063,1.6,1273.783084
113,Mauritania,2016,MRT,2016MRT,5,4163.532,64.2,4.472149372,2.356836308,35.77782322,1.6,5045.8943
68,Mauritius,2016,MUS,2016MUS,5,1261.87,74.6,5.610003471,3.485270099,44.45301295,1.6,20646.933
118,Malawi,2016,MWI,2016MWI,5,17205.253,62.7,3.476492643,0.834487971,35.38943639,1.6,1024.601072
59,Malaysia,2016,MYS,2016MYS,8,30684.652,75.6,5.994353294,3.869577177,45.64232251,1.6,25541.64399
126,Namibia,2016,NAM,2016NAM,5,2358.044,62.6,4.485534509,2.550851501,34.04333668,1.6,10266.74525
116,Niger,2016,NER,2016NER,5,20788.789,61.1,4.234645844,1.599893413,35.51831581,1.6,1151.655159
105,Nigeria,2016,NGA,2016NGA,5,185960.244,53.5,5.219567776,1.065062377,37.89295421,1.6,5284.891949
7,Nicaragua,2016,NIC,2016NIC,1,6303.97,73.9,6.012739658,1.754731864,56.1793593,1.6,5811.910595
17,Netherlands,2016,NLD,2016NLD,3,16981.285,81.9,7.540877342,4.985808928,53.68594754,1.6,54019.80035
25,Norway,2016,NOR,2016NOR,3,5250.95,82,7.596331596,5.467441028,51.87219257,1.6,63305.60402
29,Nepal,2016,NPL,2016NPL,6,27263.43,69.8,5.099539757,1.041023037,51.05097307,1.6,2902.249217
12,New Zealand,2016,NZL,2016NZL,2,4659.265,81.9,7.225687981,4.471543489,54.37656561,1.6,41671.90256
18,Pakistan,2016,PAK,2016PAK,6,203631.356,66.8,5.548508167,0.824596542,53.22461771,1.6,4421.670349
6,Panama,2016,PAN,2016PAN,1,4037.073,78,6.117638111,2.260211915,56.93162189,1.6,29337.88139
20,Peru,2016,PER,2016PER,1,30926.036,76,5.700628757,2.22869112,52.63961877,1.6,12403.68875
21,Philippines,2016,PHL,2016PHL,8,103663.812,70.8,5.430832863,1.311292302,52.443902,1.6,7705.045222
55,Poland,2016,POL,2016POL,7,37989.218,78.1,6.162076473,4.349812156,46.16811923,1.6,28774.2728
57,Portugal,2016,PRT,2016PRT,3,10325.54,81.4,5.446637154,3.968619361,45.74078356,1.6,31949.20921
48,Paraguay,2016,PRY,2016PRY,1,6777.878,73.8,5.801380157,2.890093677,47.91831036,1.6,12157.80061
11,"Palestine, State of",2016,PSE,2016PSE,4,4635.644,73.6,4.906618118,0.756118455,54.86205981,1.6,6438.93364
,Qatar,2016,QAT,2016QAT,4,2654.379,79.9,,14.21852259,,1.6,95601.9874
38,Romania,2016,ROU,2016ROU,7,19796.28,75.6,5.96887064,3.028765191,49.55906318,1.6,25225.26379
107,Russia,2016,RUS,2016RUS,7,145275.374,71.8,5.85494566,5.190674842,37.48104911,1.6,25568.90779
101,Rwanda,2016,RWA,2016RWA,5,11668.829,67.9,3.332989931,0.689257275,38.70454113,1.6,1950.528104
86,Saudi Arabia,2016,SAU,2016SAU,4,32443.443,74.8,6.473921299,5.411623376,41.57445544,1.6,48627.1493
,Sudan,2016,SDN,2016SDN,5,39847.433,64.7,,1.37715515,,1.6,4284.811056
66,Senegal,2016,SEN,2016SEN,5,14993.514,67.1,4.59453392,1.102542084,44.85430544,1.6,3067.662712
90,Singapore,2016,SGP,2016SGP,8,5653.625,83.1,6.033480644,6.324792215,41.12248981,1.6,91075.53531
117,Sierra Leone,2016,SLE,2016SLE,5,7328.846,53.4,4.732953072,0.989760192,35.44928688,1.6,1610.552727
13,El Salvador,2016,SLV,2016SLV,1,6356.137,72.6,6.139824867,2.003133136,54.29450265,1.6,8309.630336
43,Serbia,2016,SRB,2016SRB,7,8853.963,75.5,5.752754688,2.945289678,48.5659779,1.6,16234.49818
60,Slovakia,2016,SVK,2016SVK,7,5442.001,77,5.993163109,4.148562599,45.34959148,1.6,29343.28297
67,Slovenia,2016,SVN,2016SVN,7,2074.205,80.9,5.936821461,4.869526398,44.53491409,1.6,34969.77263
47,Sweden,2016,SWE,2016SWE,3,9836.003,82.4,7.368744373,6.131761144,48.2140206,1.6,51498.35302
,Eswatini,2016,SWZ,2016SWZ,5,1113.994,57,,1.813382667,,1.6,8321.10661
137,Chad,2016,TCD,2016TCD,5,14561.658,53.4,4.029350281,1.754370026,28.52399341,1.6,1687.052642
119,Togo,2016,TGO,2016TGO,5,7509.952,60.2,3.878578424,1.05384781,35.20649964,1.6,1489.683845
15,Thailand,2016,THA,2016THA,8,68971.313,76.4,6.07363987,2.483871661,53.9310042,1.6,16797.7721
22,Tajikistan,2016,TJK,2016TJK,7,8663.575,70.4,5.103721142,0.938113355,52.31128953,1.6,2942.647962
120,Turkmenistan,2016,TKM,2016TKM,7,5662.371,67.8,5.887051582,5.262398327,35.04876278,1.6,13562.52608
,Trinidad and Tobago,2016,TTO,2016TTO,1,1377.563,73.1,,7.821044834,,1.6,27201.46855
64,Tunisia,2016,TUN,2016TUN,4,11303.942,76.1,4.521453381,2.15384163,44.99366706,1.6,10524.99351
62,Turkey,2016,TUR,2016TUR,4,79827.868,76.9,5.326221943,3.301411187,45.1192084,1.6,26471.28695
,Taiwan,2016,TWN,2016TWN,8,23618.201,79.9362,6.512850761,,,1.6,#N/A
135,Tanzania,2016,TZA,2016TZA,5,53049.231,63.8,2.90273428,1.162798537,30.79859938,1.6,2441.565214
100,Uganda,2016,UGA,2016UGA,5,39649.173,62,4.233261108,1.059253532,38.76208933,1.6,2075.098911
112,Ukraine,2016,UKR,2016UKR,7,44713.708,71.7,4.028690338,2.785184675,36.11445679,1.6,11534.638
,Uruguay,2016,URY,2016URY,1,3424.139,77.5,6.171485424,,,1.6,20862.17131
108,United States of America,2016,USA,2016USA,2,323015.992,78.9,6.803599834,8.166101256,37.15926754,1.6,59043.21146
28,Uzbekistan,2016,UZB,2016UZB,7,31441.753,71.2,5.892539024,2.068162203,51.08585014,1.6,6346.334778
106,Venezuela,2016,VEN,2016VEN,1,29851.249,72.4,4.041114807,2.474575191,37.88709688,1.6,..
49,Vietnam,2016,VNM,2016VNM,8,93640.435,75.2,5.062267303,2.193571431,47.87010449,1.6,6767.902495
,Vanuatu,2016,VUT,2016VUT,8,278.326,70,6.712810158,,,1.6,3061.78724
88,Yemen,2016,YEM,2016YEM,4,27168.21,66.1,3.825630903,0.641415903,41.33043295,1.6,..
127,South Africa,2016,ZAF,2016ZAF,5,56207.649,63.2,4.769739628,3.1153156,33.85786272,1.6,12702.91708
93,Zambia,2016,ZMB,2016ZMB,5,16363.449,62.5,4.347543716,0.962652967,40.40789981,1.6,3467.875156
124,Zimbabwe,2016,ZWE,2016ZWE,5,14030.338,60.3,3.7354002,1.033343054,34.4686362,1.6,2934.73365
143,Afghanistan,2017,AFG,2017AFG,6,36296.111,64.1,2.66171813,0.664047068,31.46323232,1.6,2058.383832
48,Albania,2017,ALB,2017ALB,7,2884.169,78.3,4.639548302,2.049188713,47.91756054,1.6,12811.75944
129,United Arab Emirates,2017,ARE,2017ARE,4,9487.206,77.6,7.039419651,8.945830316,35.55711198,1.6,67183.62656
39,Argentina,2017,ARG,2017ARG,1,43937.143,76.4,6.039330006,3.304015065,49.15572513,1.6,23597.11775
73,Armenia,2017,ARM,2017ARM,7,2944.789,74.8,4.287736416,1.79751554,44.36779447,1.6,12115.05701
75,Australia,2017,AUS,2017AUS,2,24584.619,83.1,7.25703764,7.272647577,44.06809061,1.6,48633.13322
52,Austria,2017,AUT,2017AUT,3,8819.902,81.3,7.293727875,6.02481835,47.53631933,1.6,54342.94786
49,Azerbaijan,2017,AZE,2017AZE,7,9845.316,72.7,5.152279377,1.97349664,47.88077778,1.6,14121.40694
127,Burundi,2017,BDI,2017BDI,5,10827.01,60.9,3.557596087,0.629289356,35.69475221,1.6,773.5718584
79,Belgium,2017,BEL,2017BEL,3,11419.752,81.3,6.928347588,6.603176082,43.63812748,1.6,50596.6428
100,Benin,2017,BEN,2017BEN,5,11175.192,61.2,4.853180885,1.413485095,40.21962056,1.6,3044.513887
102,Burkina Faso,2017,BFA,2017BFA,5,19193.236,60.8,4.646891117,1.121392324,40.1603322,1.6,2044.381874
44,Bangladesh,2017,BGD,2017BGD,6,159685.421,72.1,4.309771061,0.831657377,48.37629207,1.6,4161.089713
95,Bulgaria,2017,BGR,2017BGR,7,7102.452,74.8,5.096901894,3.63544597,40.935937,1.6,21455.56436
135,Bahrain,2017,BHR,2017BHR,4,1494.077,77,6.227320671,8.655573463,32.69513916,1.6,47709.87381
83,Bosnia and Herzegovina,2017,BIH,2017BIH,7,3351.534,77.1,5.089902401,3.492220488,42.94081871,1.6,13797.79022
96,Belarus,2017,BLR,2017BLR,7,9450.233,74.3,5.552915096,4.204488934,40.93394697,1.6,18280.19892
76,Bolivia,2017,BOL,2017BOL,1,11192.853,70.9,5.65055275,3.084220334,43.97615561,1.6,8423.696806
23,Brazil,2017,BRA,2017BRA,1,207833.825,75.5,6.332929134,2.81001845,52.99111082,1.6,14519.84913
,Bhutan,2017,BTN,2017BTN,6,745.563,71.1,,4.372488641,,1.6,11142.39995
142,Botswana,2017,BWA,2017BWA,5,2205.076,68.8,3.504881144,2.741095417,31.49326747,1.6,17253.28063
147,Central African Republic,2017,CAF,2017CAF,5,4596.023,52.2,3.475862026,1.174955477,26.87391329,1.6,912.8020523
90,Canada,2017,CAN,2017CAN,2,36732.091,82.2,7.414868355,8.077236163,41.82213127,1.6,48487.76028
10,Switzerland,2017,CHE,2017CHE,3,8455.797,83.5,7.473593235,4.474964779,57.00842613,1.6,66910.5737
41,Chile,2017,CHL,2017CHL,1,18470.435,79.9,6.320119381,4.280644903,48.58351925,1.6,24548.1877
92,China,2017,CHN,2017CHN,8,1421021.794,76.5,5.099061489,3.71444441,41.67950278,1.6,14344.42124
118,Cote d'Ivoire,2017,CIV,2017CIV,5,24437.475,57,5.037734985,1.421130691,37.97278871,1.6,4830.751701
101,Cameroon,2017,CMR,2017CMR,5,24566.07,58.5,5.07405138,1.264084293,40.18398452,1.6,3554.525156
107,Congo (Kinshasa),2017,COD,2017COD,5,81398.765,60,4.311033249,0.754067374,39.36733655,1.6,1059.810775
72,Congo (Brazzaville),2017,COG,2017COG,5,5110.701,64,4.883991241,1.066666789,44.57206784,1.6,4274.296414
5,Colombia,2017,COL,2017COL,1,48909.844,76.9,6.157341957,1.91120352,58.6797165,1.6,14219.53282
,Comoros,2017,COM,2017COM,5,813.89,63.9,,1.141346589,,1.6,3032.254682
1,Costa Rica,2017,CRI,2017CRI,1,4949.955,79.9,7.22518158,2.568161027,64.1664918,1.6,19749.16744
37,Cyprus,2017,CYP,2017CYP,3,1179.685,80.7,6.062051296,3.877463304,49.47223476,1.6,37766.90166
61,Czech Republic,2017,CZE,2017CZE,7,10641.032,79.1,6.789567947,5.471300902,45.65914911,1.6,38948.86299
28,Germany,2017,DEU,2017DEU,3,82658.409,81,7.074324608,4.702938114,51.73915277,1.6,53121.98768
64,Denmark,2017,DNK,2017DNK,3,5732.277,80.7,7.593702316,6.928879641,45.36657659,1.6,55533.44735
21,Dominican Republic,2017,DOM,2017DOM,1,10513.111,73.7,5.605202675,1.752746688,53.14711944,1.6,16735.33259
36,Algeria,2017,DZA,2017DZA,4,41389.174,76.5,5.248912334,2.301701722,49.48500728,1.6,11737.40935
9,Ecuador,2017,ECU,2017ECU,1,16785.356,76.6,5.839518547,1.713983053,57.50511403,1.6,11617.90876
103,Egypt,2017,EGY,2017EGY,4,96442.59,71.7,3.929344177,1.780060494,39.880006,1.6,11014.48614
29,Spain,2017,ESP,2017ESP,3,46647.425,83.3,6.230173111,4.026419355,51.55928857,1.6,39655.15021
126,Estonia,2017,EST,2017EST,7,1319.389,78.4,5.938395977,7.16080994,35.73640942,1.6,33964.31415
93,Ethiopia,2017,ETH,2017ETH,5,106399.926,65.9,4.180315495,1.00771664,41.60349911,1.6,2021.561046
30,Finland,2017,FIN,2017FIN,3,5511.372,81.6,7.788251877,5.83504831,51.04208969,1.6,47644.42838
32,France,2017,FRA,2017FRA,3,64842.513,82.4,6.635222435,4.602202298,50.6401261,1.6,44755.32528
106,Gabon,2017,GAB,2017GAB,5,2064.812,65.8,4.782382965,2.171096345,39.48938701,1.6,15006.76409
17,United Kingdom,2017,GBR,2017GBR,3,66727.463,81.2,7.103273392,4.200775572,54.51330242,1.6,45955.32701
85,Georgia,2017,GEO,2017GEO,7,4008.723,73.4,4.45077467,2.179147971,42.56177598,1.6,13589.70739
86,Ghana,2017,GHA,2017GHA,5,29121.464,63.5,5.481310844,2.042007762,42.55938534,1.6,4996.638706
110,Guinea,2017,GIN,2017GIN,5,12067.516,60.7,4.873722553,1.680077299,38.63546408,1.6,2417.799187
80,Greece,2017,GRC,2017GRC,3,10569.449,81.9,5.14824152,4.12298257,43.56733884,1.6,29233.79663
7,Guatemala,2017,GTM,2017GTM,1,16914.979,73.8,6.325118542,1.783268906,58.09636199,1.6,8317.364101
141,Hong Kong,2017,HKG,2017HKG,8,7306.315,84.5,5.362474918,9.05338,31.62644672,1.6,59849.24818
6,Honduras,2017,HND,2017HND,1,9429.016,74.9,6.019985676,1.538064619,58.64685917,1.6,5561.996312
74,Croatia,2017,HRV,2017HRV,7,4182.847,78.2,5.343165874,3.719136937,44.18255747,1.6,26885.65841
108,Haiti,2017,HTI,2017HTI,1,10982.367,63.3,3.823865652,0.642578407,39.21815961,1.6,2980.960856
51,Hungary,2017,HUN,2017HUN,7,9729.822,76.5,6.065038681,3.673492153,47.57198268,1.6,29559.21447
46,Indonesia,2017,IDN,2017IDN,8,264650.969,71.3,5.098401546,1.661594819,48.27079061,1.6,10935.84175
89,India,2017,IND,2017IND,6,1338676.779,69.2,4.046111107,1.194777473,42.02997103,1.6,6185.993893
31,Ireland,2017,IRL,2017IRL,3,4753.281,81.9,7.060155392,5.013502757,50.86492353,1.6,78051.521
94,Iran,2017,IRN,2017IRN,4,80673.888,76.3,4.716783047,3.224457514,41.31012722,1.6,14535.86223
87,Iraq,2017,IRQ,2017IRQ,4,37552.789,70.3,4.462399006,1.803408514,42.41906805,1.6,10971.97001
57,Iceland,2017,ISL,2017ISL,3,334.395,82.7,7.476213932,6.8228,46.3978659,1.6,55274.18912
33,Israel,2017,ISR,2017ISR,4,8243.849,82.7,7.331036091,5.5468826,50.57504766,1.6,39022.88802
38,Italy,2017,ITA,2017ITA,3,60673.694,83.2,6.198870182,4.410827158,49.46967817,1.6,41713.90002
14,Jamaica,2017,JAM,2017JAM,1,2920.848,74.3,5.889759064,1.811078493,55.26431443,1.6,9598.370957
54,Jordan,2017,JOR,2017JOR,4,9785.84,74.3,4.808082581,1.926430407,46.96536822,1.6,10010.39496
53,Japan,2017,JPN,2017JPN,8,127502.728,84.3,5.910676479,4.651207358,47.38539508,1.6,41093.50063
128,Kazakhstan,2017,KAZ,2017KAZ,7,18080.023,72.7,5.882351398,5.988221467,35.68789318,1.6,24862.96612
77,Kenya,2017,KEN,2017KEN,5,50221.146,65.9,4.475654125,0.993979465,43.73543251,1.6,4046.208425
26,Kyrgyzstan,2017,KGZ,2017KGZ,7,6189.727,71.2,5.629536629,1.55354464,52.55963878,1.6,5046.691535
67,Cambodia,2017,KHM,2017KHM,8,16009.413,69.3,4.585842133,1.325940283,45.16385035,1.6,3928.373688
98,South Korea,2017,KOR,2017KOR,8,51096.408,82.6,5.873887062,6.175655659,40.51557726,1.6,41110.6448
134,Kuwait,2017,KWT,2017KWT,4,4056.102,75.3,6.093905449,8.031758458,32.72680536,1.6,50855.49996
99,Laos,2017,LAO,2017LAO,8,6953.031,67.3,4.623140812,1.996751197,40.3882331,1.6,7257.807932
68,Lebanon,2017,LBN,2017LBN,4,6819.373,78.8,5.153989792,3.329648715,45.15592938,1.6,16005.25704
97,Liberia,2017,LBR,2017LBR,5,4702.224,63.3,4.424490929,1.107914267,40.73527933,1.6,1515.64325
81,Libya,2017,LBY,2017LBY,4,6580.723,72.5,5.646852493,3.459671177,43.36284088,1.6,13237.99853
50,Sri Lanka,2017,LKA,2017LKA,6,21128.028,76.6,4.330945492,1.490568979,47.70705693,1.6,12584.10442
145,Lesotho,2017,LSO,2017LSO,5,2091.532,52.9,3.795300722,1.468049695,27.99116364,1.6,2783.115664
105,Lithuania,2017,LTU,2017LTU,7,2845.419,75.5,6.272940636,5.864387431,39.49106761,1.6,33869.74153
144,Luxembourg,2017,LUX,2017LUX,3,591.914,82,7.061380863,12.79042523,30.2816418,1.6,112666.7694
124,Latvia,2017,LVA,2017LVA,7,1951.097,75,5.977817535,6.131974947,36.98340444,1.6,28741.47519
24,Morocco,2017,MAR,2017MAR,4,35581.257,76.2,5.312482834,1.768041014,52.95231399,1.6,7314.154487
40,Moldova,2017,MDA,2017MDA,7,4059.687,71.7,5.325530529,1.866907293,48.90989304,1.6,11651.31745
91,Madagascar,2017,MDG,2017MDG,5,25570.511,66.3,4.078620434,0.916822995,41.70496943,1.6,1584.422678
18,Mexico,2017,MEX,2017MEX,1,124777.326,74.9,6.410299301,2.623132531,54.11144842,1.6,19785.90501
70,North Macedonia,2017,MKD,2017MKD,7,2081.996,75.6,5.233866692,3.06168418,44.80451926,1.6,15699.89421
121,Mali,2017,MLI,2017MLI,5,18512.429,58.5,4.741850376,1.435808169,37.3662321,1.6,2246.801669
58,Malta,2017,MLT,2017MLT,3,437.935,82.2,6.675665855,5.684844976,46.18947093,1.6,42539.73635
114,Myanmar,2017,MMR,2017MMR,8,53382.521,66.6,4.154341698,1.708556523,38.31323451,1.6,4739.910118
82,Montenegro,2017,MNE,2017MNE,7,627.563,76.7,5.614798546,4.085460949,43.26495167,1.6,19745.11298
146,Mongolia,2017,MNG,2017MNG,8,3113.788,69.5,5.333850384,8.04620625,27.0210166,1.6,11311.79382
112,Mozambique,2017,MOZ,2017MOZ,5,28649.007,59.3,4.279863358,0.804465155,38.3428658,1.6,1283.65987
122,Mauritania,2017,MRT,2017MRT,5,4282.582,64.5,4.678159714,2.313232115,37.34564725,1.6,5077.195472
35,Mauritius,2017,MUS,2017MUS,5,1264.497,74.7,6.174117565,3.06446719,49.97634013,1.6,21415.11611
131,Malawi,2017,MWI,2017MWI,5,17670.193,63.3,3.416862965,0.899869344,35.07855368,1.6,1037.545868
78,Malaysia,2017,MYS,2017MYS,8,31104.655,75.8,5.666585445,3.908324926,43.72526932,1.6,26661.1877
125,Namibia,2017,NAM,2017NAM,5,2402.623,63,4.441306114,2.102830819,35.85611864,1.6,10050.50128
113,Niger,2017,NER,2017NER,5,21602.388,61.6,4.615673542,1.564738265,38.32558134,1.6,1163.683259
109,Nigeria,2017,NGA,2017NGA,5,190873.247,54,5.321928024,1.023790323,39.11294842,1.6,5190.354386
3,Nicaragua,2017,NIC,2017NIC,1,6384.843,74.1,6.476356506,1.740174226,59.74465975,1.6,6004.017296
22,Netherlands,2017,NLD,2017NLD,3,17021.343,82,7.458965302,5.024509566,53.1166972,1.6,55264.57036
34,Norway,2017,NOR,2017NOR,3,5296.324,82.1,7.578744888,5.775153972,50.53455496,1.6,64255.28265
43,Nepal,2017,NPL,2017NPL,6,27632.682,70.2,4.736692429,1.092066691,48.3830935,1.6,3099.306082
13,New Zealand,2017,NZL,2017NZL,2,4702.029,82,7.32718277,4.322969965,55.81019187,1.6,42101.39587
16,Pakistan,2017,PAK,2017PAK,6,207906.21,66.9,5.830870628,0.863778249,55.05779695,1.6,4571.414491
2,Panama,2017,PAN,2017PAN,1,4106.764,78.1,6.567658901,2.270548219,60.10793063,1.6,30454.76381
20,Peru,2017,PER,2017PER,1,31444.299,76.3,5.710936546,2.146596444,53.45396197,1.6,12506.53017
19,Philippines,2017,PHL,2017PHL,8,105172.921,71,5.594270229,1.33671735,53.61026026,1.6,8120.842309
69,Poland,2017,POL,2017POL,7,37953.176,78.3,6.201268196,4.712723393,45.00138843,1.6,30160.49423
63,Portugal,2017,PRT,2017PRT,3,10288.527,81.7,5.711499214,4.40181771,45.6479221,1.6,33150.20997
55,Paraguay,2017,PRY,2017PRY,1,6867.058,74,5.71329546,3.090904849,46.51049958,1.6,12594.34143
27,"Palestine, State of",2017,PSE,2017PSE,4,4747.233,73.7,4.62813282,0.812429998,52.29639146,1.6,6401.740891
,Qatar,2017,QAT,2017QAT,4,2724.727,80,,14.72037707,,1.6,91738.8538
42,Romania,2017,ROU,2017ROU,7,19653.966,75.8,6.089904785,3.402462701,48.53868715,1.6,27230.52382
130,Russia,2017,RUS,2017RUS,7,145530.091,72.1,5.578742981,5.475099538,35.44718967,1.6,26005.97994
120,Rwanda,2017,RWA,2017RWA,5,11980.96,68.3,3.10837388,0.674639047,37.36791393,1.6,1975.252453
104,Saudi Arabia,2017,SAU,2017SAU,4,33101.183,74.9,6.294282436,5.768481303,39.55164833,1.6,47309.13223
,Sudan,2017,SDN,2017SDN,5,40813.398,64.9,,1.334512378,,1.6,4362.578409
65,Senegal,2017,SEN,2017SEN,5,15419.354,67.4,4.683024883,1.160491011,45.35825605,1.6,3203.900758
71,Singapore,2017,SGP,2017SGP,8,5708.042,83.3,6.378437996,5.868474185,44.59428992,1.6,94940.97079
138,Sierra Leone,2017,SLE,2017SLE,5,7488.427,53.9,4.089562416,1.001921655,32.13759895,1.6,1642.606593
12,El Salvador,2017,SLV,2017SLV,1,6388.124,72.9,6.339318275,1.985553581,56.01473623,1.6,8454.058198
62,Serbia,2017,SRB,2017SRB,7,8829.623,75.7,5.122031212,2.754592084,45.65771779,1.6,16664.06071
56,Slovakia,2017,SVK,2017SVK,7,5447.903,77.2,6.365509033,4.413979185,46.43715015,1.6,30189.39713
60,Slovenia,2017,SVN,2017SVN,7,2076.395,81,6.166837692,4.895139369,45.7815681,1.6,36622.19529
47,Sweden,2017,SWE,2017SWE,3,9904.895,82.5,7.286804676,6.076790938,48.06842081,1.6,52113.83434
,Eswatini,2017,SWZ,2017SWZ,5,1124.808,58.3,,1.88396707,,1.6,8408.454272
139,Chad,2017,TCD,2017TCD,5,15016.761,53.7,4.558937073,1.671427102,31.76874686,1.6,1587.03106
116,Togo,2017,TGO,2017TGO,5,7698.476,60.5,4.360805035,1.089000526,38.29398876,1.6,1516.526046
25,Thailand,2017,THA,2017THA,8,69209.817,76.7,5.938895226,2.577403902,52.70447747,1.6,17420.56515
8,Tajikistan,2017,TJK,2017TJK,7,8880.27,70.6,5.829234123,0.965336517,57.71557999,1.6,3089.530208
137,Turkmenistan,2017,TKM,2017TKM,7,5757.667,68,5.229148865,5.224274446,32.28019195,1.6,14205.02158
140,Trinidad and Tobago,2017,TTO,2017TTO,1,1384.06,73.2,6.191859722,8.227159701,31.66247324,1.6,26447.59327
88,Tunisia,2017,TUN,2017TUN,4,11433.438,76.3,4.124342918,2.15357032,42.36673266,1.6,10605.25721
59,Turkey,2017,TUR,2017TUR,4,81116.451,77.2,5.607262135,3.509141363,46.0748894,1.6,28007.97483
84,Taiwan,2017,TWN,2017TWN,8,23674.546,80.1173,6.359450817,5.83,42.75072932,1.6,#N/A
133,Tanzania,2017,TZA,2017TZA,5,54660.345,64.5,3.347121239,1.167050404,34.15789107,1.6,2530.438453
119,Uganda,2017,UGA,2017UGA,5,41166.588,62.5,4.000516891,1.042912858,37.69692522,1.6,2074.860241
111,Ukraine,2017,UKR,2017UKR,7,44487.708,71.8,4.311067104,2.659172545,38.42360354,1.6,11871.12362
11,Uruguay,2017,URY,2017URY,1,3436.645,77.6,6.336009979,2.58218,56.04577268,1.6,21324.846
115,United States of America,2017,USA,2017USA,2,325084.758,78.9,6.9917593,8.036161443,38.29597972,1.6,60062.22231
15,Uzbekistan,2017,UZB,2017UZB,7,31959.774,71.4,6.421447754,1.995011429,55.20577972,1.6,6518.804687
66,Venezuela,2017,VEN,2017VEN,1,29402.48,72.2,5.070750713,2.282610075,45.28177224,1.6,..
45,Vietnam,2017,VNM,2017VNM,8,94600.643,75.2,5.175278664,2.242731901,48.36464959,1.6,7155.745829
4,Vanuatu,2017,VUT,2017VUT,8,285.499,70.2,6.793746878,1.63855,59.10720478,1.6,3116.645194
123,Yemen,2017,YEM,2017YEM,4,27834.811,66.1,3.253560066,0.610368755,37.30334959,1.6,..
136,South Africa,2017,ZAF,2017ZAF,5,57009.751,63.5,4.513655186,3.155162675,32.57705319,1.6,12701.34893
117,Zambia,2017,ZMB,2017ZMB,5,16853.608,63,3.932777405,0.968201247,37.99429004,1.6,3485.005238
132,Zimbabwe,2017,ZWE,2017ZWE,5,14236.599,60.8,3.63830018,1.030194843,34.21260457,1.6,3028.245976
140,Afghanistan,2018,AFG,2018AFG,6,37171.922,64.5,2.694303274,0.726988649,31.54055353,1.57,2033.779002
32,Albania,2018,ALB,2018ALB,7,2882.735,78.5,5.004402637,1.997753708,50.82174031,1.57,13366.30306
134,United Arab Emirates,2018,ARE,2018ARE,4,9630.966,77.8,6.603743553,8.922794684,33.85940322,1.57,66968.26985
53,Argentina,2018,ARG,2018ARG,1,44361.15,76.5,5.792796612,3.258791452,47.75514195,1.57,22759.39856
36,Armenia,2018,ARM,2018ARM,7,2951.741,74.9,5.062448502,1.701442904,50.36376199,1.57,12714.95819
83,Australia,2018,AUS,2018AUS,2,24898.153,83.3,7.17699337,7.386751688,43.27778032,1.57,49304.25111
51,Austria,2018,AUT,2018AUT,3,8891.383,81.4,7.396001816,5.996407697,48.05222106,1.57,55474.20315
52,Azerbaijan,2018,AZE,2018AZE,7,9949.537,72.9,5.167995453,1.964655733,48.00791652,1.57,14209.64941
121,Burundi,2018,BDI,2018BDI,5,11175.379,61.2,3.775283098,0.610356416,37.35026949,1.57,761.5241934
84,Belgium,2018,BEL,2018BEL,3,11482.18,81.5,6.89217186,6.648064355,43.2661911,1.57,51279.65454
63,Benin,2018,BEN,2018BEN,5,11485.035,61.5,5.81982708,1.405258268,46.26491601,1.57,3160.777093
89,Burkina Faso,2018,BFA,2018BFA,5,19751.466,61.2,4.92723608,1.091197608,42.26598534,1.57,2120.322861
40,Bangladesh,2018,BGD,2018BGD,6,161376.713,72.3,4.499217033,0.84443963,49.73475272,1.57,4441.424462
98,Bulgaria,2018,BGR,2018BGR,7,7051.61,74.9,5.098813534,3.703585066,40.57941736,1.57,22279.36194
