hpirank,country,year,iso,yearcode,continent,populationthousands,lifeexpectancy,ladderwellbeing,ecofootprint,hpi,biocapacity,gdp
136,Bahrain,2018,BHR,2018BHR,4,1569.44,77.2,6.662666559,9.065320543,33.48858453,1.57,46227.02712
54,Bosnia and Herzegovina,2018,BIH,2018BIH,7,3323.929,77.3,5.887401104,3.508819012,47.66868461,1.57,14432.68266
109,Belarus,2018,BLR,2018BLR,7,9452.615,74.6,5.233769894,4.165250433,39.36753199,1.57,18885.2355
69,Bolivia,2018,BOL,2018BOL,1,11353.14,71.2,5.915734291,3.023832411,45.86141216,1.57,8655.52996
24,Brazil,2018,BRA,2018BRA,1,209469.32,75.7,6.190921783,2.739750666,52.4416616,1.57,14596.24616
,Bhutan,2018,BTN,2018BTN,6,754.396,71.5,,4.505679324,,1.57,11348.47204
141,Botswana,2018,BWA,2018BWA,5,2254.067,69.3,3.4613657,2.706598731,31.51073757,1.57,17634.19462
,Central African Republic,2018,CAF,2018CAF,5,4666.375,52.8,,1.188435071,,1.57,933.1095507
102,Canada,2018,CAN,2018CAN,2,37074.558,82.3,7.175496578,8.135169134,40.50111265,1.57,48770.33586
6,Switzerland,2018,CHE,2018CHE,3,8525.614,83.6,7.508586884,4.289062603,58.07155554,1.57,68246.40264
45,Chile,2018,CHL,2018CHL,1,18729.166,80,6.436220646,4.373670792,48.71915892,1.57,25165.17818
92,China,2018,CHN,2018CHN,8,1427647.789,76.7,5.131433964,3.731989287,41.76439175,1.57,15242.98586
112,Cote d'Ivoire,2018,CIV,2018CIV,5,25069.226,57.4,5.26837492,1.497529256,39.08015845,1.57,5033.478224
95,Cameroon,2018,CMR,2018CMR,5,25216.261,58.9,5.250737667,1.255016363,41.46230101,1.57,3603.551705
,Congo (Kinshasa),2018,COD,2018COD,5,84068.092,60.4,,0.742806693,,1.57,1085.893701
44,Congo (Brazzaville),2018,COG,2018COG,5,5244.363,64.3,5.490214348,1.058979128,48.75799677,1.57,3906.939945
8,Colombia,2018,COL,2018COL,1,49661.056,77.1,5.983512402,1.890250973,57.52070486,1.57,14356.69407
118,Comoros,2018,COM,2018COM,5,832.322,64.1,3.972819567,1.134259997,38.058437,1.57,3066.837847
1,Costa Rica,2018,CRI,2018CRI,1,4999.443,80.1,7.141074657,2.598468849,63.30310154,1.57,20073.88145
34,Cyprus,2018,CYP,2018CYP,3,1189.262,80.8,6.276443005,3.905683383,50.52531122,1.57,38822.49197
58,Czech Republic,2018,CZE,2018CZE,7,10665.679,79.2,7.034165382,5.443617793,46.92872321,1.57,40053.77367
23,Germany,2018,DEU,2018DEU,3,83124.413,81.2,7.118364334,4.583985349,52.49810705,1.57,53634.14458
77,Denmark,2018,DNK,2018DNK,3,5752.131,80.8,7.648785591,7.023360955,45.19615624,1.57,56461.00792
26,Dominican Republic,2018,DOM,2018DOM,1,10627.147,73.9,5.433215618,1.827284324,51.42705685,1.57,17711.76553
50,Algeria,2018,DZA,2018DZA,4,42228.415,76.7,5.043086052,2.274678361,48.18461881,1.57,11642.19449
2,Ecuador,2018,ECU,2018ECU,1,17084.359,76.8,6.128010273,1.630290323,60.20185891,1.57,11561.74921
99,Egypt,2018,EGY,2018EGY,4,98423.602,71.8,4.005450726,1.731398804,40.55629471,1.57,11366.33633
21,Spain,2018,ESP,2018ESP,3,46692.863,83.4,6.513370991,4.086202229,52.89059426,1.57,40441.27469
127,Estonia,2018,EST,2018EST,7,1322.913,78.6,6.091302395,7.562801465,35.34342274,1.57,35320.47464
86,Ethiopia,2018,ETH,2018ETH,5,109224.41,66.2,4.379262447,0.978679285,43.22297012,1.57,2103.512989
30,Finland,2018,FIN,2018FIN,3,5522.585,81.7,7.85810709,5.857173209,51.18811549,1.57,48303.3622
31,France,2018,FRA,2018FRA,3,64990.512,82.5,6.665903568,4.498721588,51.17811753,1.57,45488.65322
110,Gabon,2018,GAB,2018GAB,5,2119.275,66.2,4.783009052,2.242145187,39.29790813,1.57,14744.43433
12,United Kingdom,2018,GBR,2018GBR,3,67141.678,81.2,7.233445168,4.07478172,55.74683502,1.57,46290.12272
81,Georgia,2018,GEO,2018GEO,7,4002.946,73.6,4.659097195,2.288986887,43.36861131,1.57,14257.08166
108,Ghana,2018,GHA,2018GHA,5,29767.108,63.8,5.003693104,2.071768904,39.68537151,1.57,5194.439001
97,Guinea,2018,GIN,2018GIN,5,12414.292,61.2,5.25222683,1.725578829,40.86355159,1.57,2495.971762
75,Greece,2018,GRC,2018GRC,3,10522.244,82.1,5.40928936,4.079718668,45.29208356,1.57,29859.80485
3,Guatemala,2018,GTM,2018GTM,1,17247.855,74.1,6.626591682,1.79182249,60.20083496,1.57,8448.463809
139,Hong Kong,2018,HKG,2018HKG,8,7371.728,84.7,5.510895967,8.844873384,32.66395188,1.57,61063.54937
7,Honduras,2018,HND,2018HND,1,9587.523,75.1,5.908423901,1.558357497,57.63346241,1.57,5672.25331
72,Croatia,2018,HRV,2018HRV,7,4156.407,78.3,5.536271095,3.656390574,45.52398626,1.57,27888.57363
119,Haiti,2018,HTI,2018HTI,1,11123.183,63.7,3.614928007,0.63463956,37.94186761,1.57,2992.312294
67,Hungary,2018,HUN,2018HUN,7,9707.502,76.7,5.935770988,3.853759318,45.94365008,1.57,31196.50498
41,Indonesia,2018,IDN,2018IDN,8,267670.549,71.5,5.340295792,1.700775266,49.67023522,1.57,11371.53194
103,India,2018,IND,2018IND,6,1352642.283,69.4,3.818068743,1.213227782,40.29637313,1.57,6496.807506
39,Ireland,2018,IRL,2018IRL,3,4818.694,82.1,6.962335587,5.107560986,49.8516289,1.57,83388.72115
116,Iran,2018,IRN,2018IRN,4,81800.204,76.5,4.278117657,3.178226508,38.75467309,1.57,13471.84897
74,Iraq,2018,IRQ,2018IRQ,4,38433.604,70.5,4.8864007,1.769129175,45.42260571,1.57,10660.09256
59,Iceland,2018,ISL,2018ISL,3,336.712,82.9,7.504359245,6.710243699,46.88231567,1.57,55866.18927
56,Israel,2018,ISR,2018ISR,4,8381.507,82.8,6.92717886,5.785174899,47.33166993,1.57,39600.27751
28,Italy,2018,ITA,2018ITA,3,60627.291,83.4,6.516526699,4.432096245,51.21839408,1.57,42187.82412
10,Jamaica,2018,JAM,2018JAM,1,2934.853,74.4,6.099498987,1.834394317,56.45698863,1.57,9737.981656
73,Jordan,2018,JOR,2018JOR,4,9965.322,74.4,4.638933659,1.959970559,45.50249618,1.57,10022.76232
61,Japan,2018,JPN,2018JPN,8,127202.19,84.5,5.793575287,4.666630762,46.57069051,1.57,41309.95609
122,Kazakhstan,2018,KAZ,2018KAZ,7,18319.616,73.2,6.00763607,5.901997763,36.66047233,1.57,25544.34476
78,Kenya,2018,KEN,2018KEN,5,51392.57,66.3,4.655702591,0.99217778,45.1485644,1.57,4203.802282
35,Kyrgyzstan,2018,KGZ,2018KGZ,7,6304.025,71.3,5.297383308,1.499857642,50.47203196,1.57,5133.151914
46,Cambodia,2018,KHM,2018KHM,8,16249.795,69.6,5.121837616,1.391165707,48.56430751,1.57,4159.337426
107,South Korea,2018,KOR,2018KOR,8,51171.7,82.8,5.840231419,6.335861321,39.79236757,1.57,42105.27993
138,Kuwait,2018,KWT,2018KWT,4,4137.314,75.4,6.100012541,7.867505522,33.05372679,1.57,50478.5941
100,Laos,2018,LAO,2018LAO,8,7061.498,67.6,4.85940218,2.282094073,40.54458321,1.57,7592.819798
70,Lebanon,2018,LBN,2018LBN,4,6859.408,78.9,5.167186737,3.183907596,45.82130248,1.57,15612.01218
111,Liberia,2018,LBR,2018LBR,5,4818.976,63.7,4.134852886,1.087836224,39.08039625,1.57,1497.004477
87,Libya,2018,LBY,2018LBY,4,6678.565,72.7,5.493977547,3.349107295,42.94110805,1.57,15017.98908
47,Sri Lanka,2018,LKA,2018LKA,6,21228.76,76.8,4.435023785,1.485890943,48.48710561,1.57,12864.60635
145,Lesotho,2018,LSO,2018LSO,5,2108.327,53.7,3.653540611,1.465202335,27.67456595,1.57,2748.543746
115,Lithuania,2018,LTU,2018LTU,7,2801.27,75.7,6.308878899,6.138185904,38.76514251,1.57,35540.65377
143,Luxembourg,2018,LUX,2018LUX,3,604.244,82.1,7.242630959,12.70444185,30.94930291,1.57,113952.3579
128,Latvia,2018,LVA,2018LVA,7,1928.461,75.2,5.901154041,6.619379482,35.22580922,1.57,30131.97915
38,Morocco,2018,MAR,2018MAR,4,36029.089,76.5,4.896791935,1.782915598,49.87068701,1.57,7437.637535
33,Moldova,2018,MDA,2018MDA,7,4051.95,71.8,5.682277203,1.96620229,50.60364962,1.57,12363.14684
91,Madagascar,2018,MDG,2018MDG,5,26262.313,66.7,4.070586681,0.900804485,41.88067184,1.57,1613.104514
15,Mexico,2018,MEX,2018MEX,1,126190.782,75,6.549578667,2.60141551,55.02105747,1.57,19993.71739
76,North Macedonia,2018,MKD,2018MKD,7,2082.957,75.7,5.239834785,2.949917399,45.27590392,1.57,16147.72998
125,Mali,2018,MLI,2018MLI,5,19077.755,58.9,4.415729523,1.426160259,35.66796942,1.57,2283.710194
65,Malta,2018,MLT,2018MLT,3,439.255,82.4,6.909710884,6.032441296,46.05316234,1.57,43207.26772
106,Myanmar,2018,MMR,2018MMR,8,53708.318,66.9,4.410633087,1.746158362,39.83167699,1.57,5029.180876
82,Montenegro,2018,MNE,2018MNE,7,627.803,76.8,5.650189877,4.104997878,43.28636699,1.57,20752.62045
146,Mongolia,2018,MNG,2018MNG,8,3170.214,69.7,5.464622974,9.664828807,24.72542004,1.57,11915.5793
93,Mozambique,2018,MOZ,2018MOZ,5,29496.009,60.2,4.653713703,0.762535411,41.5696699,1.57,1289.738003
126,Mauritania,2018,MRT,2018MRT,5,4403.312,64.7,4.313615322,2.282436597,35.36185015,1.57,5042.423182
48,Mauritius,2018,MUS,2018MUS,5,1267.184,74.9,5.88174057,3.000772758,48.46616829,1.57,22208.13812
132,Malawi,2018,MWI,2018MWI,5,18143.215,63.8,3.334633589,0.901774306,34.71630124,1.57,1042.526368
94,Malaysia,2018,MYS,2018MYS,8,31528.033,76,5.338817596,3.976755248,41.53632467,1.57,27557.65446
117,Namibia,2018,NAM,2018NAM,5,2448.3,63.4,4.834087849,2.034064871,38.57984512,1.57,9931.972912
90,Niger,2018,NER,2018NER,5,22442.831,62,5.164007187,1.542992738,41.90897353,1.57,1200.966203
114,Nigeria,2018,NGA,2018NGA,5,195874.685,54.3,5.252288342,1.008926849,38.90693084,1.57,5155.074546
17,Nicaragua,2018,NIC,2018NIC,1,6465.502,74.3,5.81895256,1.867514524,54.18555087,1.57,5694.92448
18,Netherlands,2018,NLD,2018NLD,3,17059.56,82.1,7.463097095,4.813214642,54.01096098,1.57,56239.95536
37,Norway,2018,NOR,2018NOR,3,5337.96,82.3,7.444262028,5.667377822,50.21740314,1.57,64655.68752
43,Nepal,2018,NPL,2018NPL,6,28095.712,70.5,4.910086632,1.173995395,49.16969376,1.57,3252.743328
9,New Zealand,2018,NZL,2018NZL,2,4743.131,82.1,7.370285988,4.074509741,57.25973168,1.57,42642.66293
25,Pakistan,2018,PAK,2018PAK,6,212228.288,67.1,5.471553802,0.873021631,52.39046558,1.57,4739.768808
5,Panama,2018,PAN,2018PAN,1,4176.868,78.3,6.281434059,2.17913361,58.66240568,1.57,31049.17931
20,Peru,2018,PER,2018PER,1,31989.265,76.5,5.679661274,2.124119242,53.33301717,1.57,12782.37633
16,Philippines,2018,PHL,2018PHL,8,106651.394,71.1,5.869172573,1.410517823,54.93372905,1.57,8516.094388
80,Poland,2018,POL,2018POL,7,37921.585,78.5,6.111485004,4.760620326,44.27596619,1.57,31775.26164
64,Portugal,2018,PRT,2018PRT,3,10256.192,81.9,5.919822693,4.566558766,46.12374519,1.57,34149.39832
57,Paraguay,2018,PRY,2018PRY,1,6956.069,74.1,5.68296051,2.948252402,46.92878022,1.57,12850.46496
27,"Palestine, State of",2018,PSE,2018PSE,4,4862.978,73.9,4.5539217,0.864397842,51.30103809,1.57,6318.210068
,Qatar,2018,QAT,2018QAT,4,2781.682,80.1,,14.91070345,,1.57,90970.22442
55,Romania,2018,ROU,2018ROU,7,19506.11,75.9,6.150878906,3.641012763,47.63387338,1.57,28616.6
130,Russia,2018,RUS,2018RUS,7,145734.034,72.4,5.513500214,5.490276514,35.12681073,1.57,26667.72544
96,Rwanda,2018,RWA,2018RWA,5,12301.969,68.7,3.5610466,0.641798171,41.10205847,1.57,2088.754318
105,Saudi Arabia,2018,SAU,2018SAU,4,33702.757,75,6.356393337,5.650836616,40.14794386,1.57,47596.73557
,Sudan,2018,SDN,2018SDN,5,41801.532,65.1,,1.336276785,,1.57,4160.597868
66,Senegal,2018,SEN,2018SEN,5,15854.324,67.7,4.769377232,1.158450903,46.03607262,1.57,3314.785689
79,Singapore,2018,SGP,2018SGP,8,5757.503,83.5,6.374564171,5.712974499,45.09627695,1.57,97744.95461
135,Sierra Leone,2018,SLE,2018SLE,5,7650.149,54.3,4.305683136,0.986696281,33.61343409,1.57,1663.292393
14,El Salvador,2018,SLV,2018SLV,1,6420.74,73.1,6.241199493,2.016699957,55.10601219,1.57,8615.576151
29,Serbia,2018,SRB,2018SRB,7,8802.741,75.8,5.936493397,2.682327287,51.20114469,1.57,17508.5278
68,Slovakia,2018,SVK,2018SVK,7,5453.017,77.4,6.23511076,4.352998824,45.93018711,1.57,31283.76368
71,Slovenia,2018,SVN,2018SVN,7,2077.836,81.2,6.249419212,4.991998824,45.80267268,1.57,38089.53867
42,Sweden,2018,SWE,2018SWE,3,9971.63,82.7,7.374792099,5.844604264,49.38821142,1.57,52516.45407
137,Eswatini,2018,SWZ,2018SWZ,5,1136.274,59.4,4.211565018,1.786539621,33.29174927,1.57,8521.214825
142,Chad,2018,TCD,2018TCD,5,15477.727,54,4.486325264,1.671245789,31.48851121,1.57,1576.31867
123,Togo,2018,TGO,2018TGO,5,7889.095,60.8,4.022894859,1.092480553,36.22690094,1.57,1552.858562
22,Thailand,2018,THA,2018THA,8,69428.454,76.9,6.011561871,2.624175811,52.86786519,1.57,18086.50771
13,Tajikistan,2018,TJK,2018TJK,7,9100.847,70.9,5.497468948,0.956281661,55.36071427,1.57,3234.721579
144,Turkmenistan,2018,TKM,2018TKM,7,5850.902,68.1,4.620601654,5.300352632,29.25145523,1.57,14845.32943
,Trinidad and Tobago,2018,TTO,2018TTO,1,1389.841,73.4,,8.196677454,,1.57,26272.9084
60,Tunisia,2018,TUN,2018TUN,4,11565.203,76.5,4.741132259,2.139239539,46.7022545,1.57,10763.78558
85,Turkey,2018,TUR,2018TUR,4,82340.09,77.4,5.185689449,3.561371915,43.24802024,1.57,28410.11313
88,Taiwan,2018,TWN,2018TWN,8,23726.46,80.2928,6.467004776,5.922920989,42.91580362,1.57,#N/A
129,Tanzania,2018,TZA,2018TZA,5,56313.444,65,3.445023298,1.135528184,35.15208205,1.57,2589.975602
104,Uganda,2018,UGA,2018UGA,5,42729.032,63,4.321714878,1.013246863,40.1912495,1.57,2122.260513
101,Ukraine,2018,UKR,2018UKR,7,44246.158,72,4.661909103,2.670289599,40.52097817,1.57,12338.0028
11,Uruguay,2018,URY,2018URY,1,3449.29,77.8,6.371714592,2.600654213,56.1202047,1.57,21590.83348
120,United States of America,2018,USA,2018USA,2,327096.263,78.9,6.882684708,8.150143184,37.3934735,1.57,61498.36983
19,Uzbekistan,2018,UZB,2018UZB,7,32476.232,71.6,6.205460072,1.955702187,53.99254102,1.57,6755.480974
62,Venezuela,2018,VEN,2018VEN,1,28887.117,72.1,5.005663395,1.92698938,46.52875272,1.57,..
49,Vietnam,2018,VNM,2018VNM,8,95545.959,75.3,5.295547009,2.396014334,48.213858,1.57,7586.384939
4,Vanuatu,2018,VUT,2018VUT,8,292.675,70.3,6.874683597,1.624379041,59.63471472,1.57,3128.469953
124,Yemen,2018,YEM,2018YEM,4,28498.683,66.1,3.057513952,0.560899554,35.98012352,1.57,..
131,South Africa,2018,ZAF,2018ZAF,5,57792.52,63.9,4.8839221,3.064659144,34.95262643,1.57,12627.92858
113,Zambia,2018,ZMB,2018ZMB,5,17351.714,63.5,4.041488171,0.958663558,38.99215665,1.57,3521.520144
133,Zimbabwe,2018,ZWE,2018ZWE,5,14438.812,61.2,3.616479874,1.023807575,34.24830484,1.57,3130.029501
146,Afghanistan,2019,AFG,2019AFG,6,38041.757,64.8,2.375091791,0.732091747,29.40920321,1.56,2065.036398
36,Albania,2019,ALB,2019ALB,7,2880.913,78.6,4.995317936,1.953726297,51.03309375,1.56,13724.05879
135,United Arab Emirates,2019,ARE,2019ARE,4,9770.526,78,6.710782528,8.935042966,34.30856703,1.56,67119.13264
43,Argentina,2019,ARG,2019ARG,1,44780.675,76.7,6.085560799,3.191470119,49.98872592,1.56,22063.90437
20,Armenia,2019,ARM,2019ARM,7,2957.728,75.1,5.4880867,1.521645531,54.73393391,1.56,13653.74953
88,Australia,2019,AUS,2019AUS,2,25203.2,83.4,7.233994961,7.525196181,43.11437338,1.56,49609.04403
59,Austria,2019,AUT,2019AUT,3,8955.108,81.5,7.195361137,6.05452653,46.81302886,1.56,56011.61122
50,Azerbaijan,2019,AZE,2019AZE,7,10047.719,73,5.173389435,1.968940748,48.03454046,1.56,14402.46386
121,Burundi,2019,BDI,2019BDI,5,11530.577,61.6,3.775283098,0.592674199,37.69524004,1.56,751.6639572
92,Belgium,2019,BEL,2019BEL,3,11539.326,81.6,6.772138119,6.694853717,42.53497245,1.56,51830.74647
99,Benin,2019,BEN,2019BEN,5,11801.151,61.8,4.976360798,1.388341424,41.37151967,1.56,3287.309538
98,Burkina Faso,2019,BFA,2019BFA,5,20321.383,61.6,4.740892887,1.056987637,41.53829397,1.56,2178.323415
22,Bangladesh,2019,BGD,2019BGD,6,163046.173,72.6,5.114216805,0.875011257,54.46704074,1.56,4753.726947
106,Bulgaria,2019,BGR,2019BGR,7,7000.117,75,5.108438015,3.832988495,40.13077545,1.56,23265.62327
139,Bahrain,2019,BHR,2019BHR,4,1641.164,77.3,7.098012447,9.796565318,33.5929738,1.56,45010.7115
54,Bosnia and Herzegovina,2019,BIH,2019BIH,7,3300.998,77.4,6.01552248,3.648305094,47.78103944,1.56,14922.14851
89,Belarus,2019,BLR,2019BLR,7,9452.409,74.8,5.821453094,4.110974951,42.88780952,1.56,19249.28548
75,Bolivia,2019,BOL,2019BOL,1,11513.102,71.5,5.67427063,2.940349746,44.99913781,1.56,8724.475702
21,Brazil,2019,BRA,2019BRA,1,211049.519,75.9,6.451148987,2.679416288,54.56892235,1.56,14651.61618
127,Bhutan,2019,BTN,2019BTN,6,763.094,71.8,5.196599483,4.387431921,36.67282917,1.56,11832.18926
142,Botswana,2019,BWA,2019BWA,5,2303.703,69.6,3.471084833,2.661163058,31.85112214,1.56,17766.53897
150,Central African Republic,2019,CAF,2019CAF,5,4745.179,53.3,3.08446157,1.20802659,25.21146334,1.56,944.8680935
105,Canada,2019,CAN,2019CAN,2,37411.038,82.4,7.1090765,8.145413732,40.18359249,1.56,48881.39675
4,Switzerland,2019,CHE,2019CHE,3,8591.361,83.8,7.69422102,4.142516115,60.10465034,1.56,68390.71299
67,Chile,2019,CHL,2019CHL,1,18952.035,80.2,5.942250252,4.443800777,45.64123987,1.56,25131.46476
94,China,2019,CHN,2019CHN,8,1433783.692,76.9,5.144120216,3.737106216,41.88879499,1.56,16092.30077
111,Cote d'Ivoire,2019,CIV,2019CIV,5,25716.554,57.8,5.392012119,1.579017311,39.64587173,1.56,5212.556048
108,Cameroon,2019,CMR,2019CMR,5,25876.387,59.3,4.936737537,1.244285448,39.90883236,1.56,3642.277258
104,Congo (Kinshasa),2019,COD,2019COD,5,86790.568,60.7,4.416484356,0.73384215,40.52924206,1.56,1097.948853
56,Congo (Brazzaville),2019,COG,2019COG,5,5380.504,64.6,5.212622643,1.048699638,47.15744747,1.56,3673.117827
3,Colombia,2019,COL,2019COL,1,50339.443,77.3,6.350297928,1.904750865,60.1651675,1.56,14624.9713
93,Comoros,2019,COM,2019COM,5,850.891,64.3,4.608616352,1.121470201,42.43860389,1.56,3059.509705
1,Costa Rica,2019,CRI,2019CRI,1,5047.561,80.3,6.997618675,2.648522266,62.05755177,1.56,20296.8215
45,Cyprus,2019,CYP,2019CYP,3,1198.574,81,6.136832714,3.974458505,49.4183661,1.56,39544.68185
58,Czech Republic,2019,CZE,2019CZE,7,10689.213,79.4,6.965628386,5.400431879,46.8144963,1.56,40828.05984
29,Germany,2019,DEU,2019DEU,3,83517.046,81.3,7.035472393,4.437431497,52.73131728,1.56,53810.56545
70,Denmark,2019,DNK,2019DNK,3,5771.877,80.9,7.693003178,7.047285091,45.32635001,1.56,57862.27828
19,Dominican Republic,2019,DOM,2019DOM,1,10738.957,74.1,6.004237175,1.927028471,54.84726134,1.56,18412.89827
62,Algeria,2019,DZA,2019DZA,4,43053.054,76.9,4.744627476,2.22316038,46.48894951,1.56,11510.55709
5,Ecuador,2019,ECU,2019ECU,1,17373.657,77,5.809131145,1.507072768,58.83121306,1.56,11375.33118
86,Egypt,2019,EGY,2019EGY,4,100388.076,72,4.327831745,1.670407029,43.17843848,1.56,11763.25364
30,Spain,2019,ESP,2019ESP,3,46736.782,83.6,6.457449436,4.142668854,52.3355153,1.56,40936.21952
133,Estonia,2019,EST,2019EST,7,1325.649,78.8,6.034641266,7.849581202,34.44290255,1.56,36947.70613
96,Ethiopia,2019,ETH,2019ETH,5,112078.727,66.6,4.099555016,0.941089192,41.72822439,1.56,2221.404605
33,Finland,2019,FIN,2019FIN,3,5532.159,81.9,7.780347824,5.758156194,51.2716938,1.56,48802.8881
31,France,2019,FRA,2019FRA,3,65129.731,82.7,6.689644337,4.409367891,51.81547019,1.56,46112.95795
109,Gabon,2019,GAB,2019GAB,5,2172.578,66.5,4.914393425,2.323540263,39.86493361,1.56,14950.0702
14,United Kingdom,2019,GBR,2019GBR,3,67530.161,81.3,7.157151222,3.948529357,55.96785254,1.56,46702.97842
78,Georgia,2019,GEO,2019GEO,7,3996.762,73.8,4.89183569,2.428397442,44.2727762,1.56,14993.12044
113,Ghana,2019,GHA,2019GHA,5,30417.858,64.1,4.96680975,2.095714691,39.52473405,1.56,5412.628122
120,Guinea,2019,GIN,2019GIN,5,12771.246,61.6,4.76768446,1.770611073,38.06100367,1.56,2562.082921
47,Greece,2019,GRC,2019GRC,3,10473.452,82.2,5.952157497,4.035081313,48.81002762,1.56,30463.04105
8,Guatemala,2019,GTM,2019GTM,1,17581.476,74.3,6.262175083,1.772629006,57.87555297,1.56,8637.464165
138,Hong Kong,2019,HKG,2019HKG,8,7436.157,84.9,5.659317017,8.601888167,33.8906582,1.56,59847.55428
9,Honduras,2019,HND,2019HND,1,9746.115,75.3,5.930051327,1.580107488,57.73411068,1.56,5727.973572
65,Croatia,2019,HRV,2019HRV,7,4130.299,78.5,5.625743866,3.641389841,46.20843547,1.56,28845.29047
119,Haiti,2019,HTI,2019HTI,1,11263.079,64,3.614928007,0.618312421,38.19941901,1.56,2905.439081
69,Hungary,2019,HUN,2019HUN,7,9684.68,76.9,6.000259876,4.067559062,45.44647998,1.56,32639.5083
44,Indonesia,2019,IDN,2019IDN,8,270625.567,71.7,5.346512794,1.735159206,49.59797812,1.56,11812.19764
128,India,2019,IND,2019IND,6,1366417.756,69.7,3.24876976,1.219981627,36.37213182,1.56,6700.062225
35,Ireland,2019,IRL,2019IRL,3,4882.498,82.3,7.254841328,5.196829053,51.14850813,1.56,86826.3351
84,Iran,2019,IRN,2019IRN,4,82913.893,76.7,5.006145954,3.115897585,43.632488,1.56,12389.22159
71,Iraq,2019,IRQ,2019IRQ,4,39309.789,70.6,4.835783005,1.736921221,45.27885667,1.56,10881.17209
52,Iceland,2019,ISL,2019ISL,3,339.037,83,7.532504559,6.455306668,47.95688519,1.56,55699.71639
49,Israel,2019,ISR,2019ISR,4,8519.373,83,7.331779957,6.11135185,48.24342147,1.56,40200.28742
40,Italy,2019,ITA,2019ITA,3,60550.092,83.5,6.445416927,4.453128053,50.69761829,1.56,42416.41671
7,Jamaica,2019,JAM,2019JAM,1,2948.277,74.5,6.309238911,1.840191003,57.90362846,1.56,9761.498522
83,Jordan,2019,JOR,2019JOR,4,10101.697,74.5,4.452548027,2.030631176,43.85457626,1.56,10071.38287
57,Japan,2019,JPN,2019JPN,8,126860.299,84.6,5.908039093,4.710935754,47.06372618,1.56,41667.1791
118,Kazakhstan,2019,KAZ,2019KAZ,7,18551.428,73.6,6.272268295,5.718624171,38.64493232,1.56,26351.80444
72,Kenya,2019,KEN,2019KEN,5,52573.967,66.7,4.618850231,0.987102409,45.18295778,1.56,4329.87139
25,Kyrgyzstan,2019,KGZ,2019KGZ,7,6415.851,71.5,5.685220718,1.439890394,53.70421002,1.56,5253.667034
51,Cambodia,2019,KHM,2019KHM,8,16486.542,69.8,4.998284817,1.364666284,47.96745103,1.56,4388.800909
110,South Korea,2019,KOR,2019KOR,8,51225.321,83,5.902816772,6.446572539,39.81907149,1.56,42878.8173
140,Kuwait,2019,KWT,2019KWT,4,4207.077,75.5,6.106119633,7.765422422,33.32497187,1.56,49853.57645
90,Laos,2019,LAO,2019LAO,8,7169.456,67.9,5.196856022,2.275418923,42.78420143,1.56,7826.388595
116,Lebanon,2019,LBN,2019LBN,4,6855.709,78.9,4.024219513,3.051294827,38.99983124,1.56,14551.58522
66,Liberia,2019,LBR,2019LBR,5,4937.374,64.1,5.121460915,1.065146506,46.0225342,1.56,1427.81909
91,Libya,2019,LBY,2019LBY,4,6777.453,72.9,5.33022213,3.208879734,42.68543403,1.56,15174.16475
60,Sri Lanka,2019,LKA,2019LKA,6,21323.734,77,4.213299274,1.501491981,46.79711602,1.56,13078.09812
149,Lesotho,2019,LSO,2019LSO,5,2125.267,54.3,3.5117805,1.453869813,27.30855036,1.56,2704.415261
125,Lithuania,2019,LTU,2019LTU,7,2759.631,75.9,6.064097881,6.418018228,36.85726815,1.56,37181.00294
143,Luxembourg,2019,LUX,2019LUX,3,615.73,82.3,7.404015541,12.58940703,31.72336953,1.56,114304.0442
136,Latvia,2019,LVA,2019LVA,7,1906.74,75.3,5.969753742,7.151485607,34.14497266,1.56,30965.45186
39,Morocco,2019,MAR,2019MAR,4,36471.766,76.7,5.056751728,1.822641984,50.87309546,1.56,7514.720881
37,Moldova,2019,MDA,2019MDA,7,4043.258,71.9,5.803450584,2.041505872,50.96889516,1.56,13022.0046
80,Madagascar,2019,MDG,2019MDG,5,26969.306,67,4.339087486,0.86518582,44.1806548,1.56,1647.02116
23,Mexico,2019,MEX,2019MEX,1,127575.529,75,6.431945324,2.578322892,54.33059101,1.56,19765.91608
82,North Macedonia,2019,MKD,2019MKD,7,2083.458,75.8,5.015485287,2.953336353,43.85874421,1.56,16660.45011
114,Mali,2019,MLI,2019MLI,5,19658.023,59.3,4.98799181,1.414121906,39.34192686,1.56,2321.594445
85,Malta,2019,MLT,2019MLT,3,440.377,82.5,6.73297739,6.501664888,43.5028292,1.56,43585.36486
107,Myanmar,2019,MMR,2019MMR,8,54045.422,67.1,4.43423748,1.751745181,40.04479079,1.56,5142.154166
101,Montenegro,2019,MNE,2019MNE,7,627.988,76.9,5.386024952,4.222767782,41.33038029,1.56,21602.69568
151,Mongolia,2019,MNG,2019MNG,8,3225.166,69.9,5.562905312,10.08471331,24.46703662,1.56,12316.78755
79,Mozambique,2019,MOZ,2019MOZ,5,30366.043,60.9,4.932132721,0.720906458,44.18803798,1.56,1281.391836
132,Mauritania,2019,MRT,2019MRT,5,4525.698,64.9,4.152619362,2.244926551,34.66241836,1.56,5197.074547
32,Mauritius,2019,MUS,2019MUS,5,1269.67,75,6.241165161,2.851947239,51.52077767,1.56,22870.28625
